Reservation_No,DateMade_Short,Arrive_Date_Short,Nights,TotalRate,Room Type,Room,City,State,Zip Code,Rate_Type
10256,24/09/2018,24/09/2018,1,60.71,King,212,,,,Best Available Rate
10258,24/09/2018,24/09/2018,2,100.36,King,202,,,,Best Available Rate
10261,24/09/2018,24/09/2018,1,78,Double ,109,,,,Best Available Rate
10262,24/09/2018,24/09/2018,1,57.56,King,107,,,,Best Available Rate
10264,24/09/2018,24/09/2018,1,98,Upscale King,211,,,,Best Available Rate
10265,24/09/2018,24/09/2018,1,64.94,Double ,101,,,,Best Available Rate
10502,18/10/2018,19/10/2018,1,118,King,107,Bellevue,,98004,Best Available Rate
10270,24/09/2018,1/10/2018,1,88.5,Double ,208,Bellevue,,98004,Expedia
10271,24/09/2018,25/09/2018,2,156,King,207,,,,Booking.com
10272,24/09/2018,25/09/2018,7,656,Upscale King,112,.,,,Booking.com
14011,11/4/2019,11/4/2019,1,99.22,King,212,,,,Best Available Rate
10274,25/09/2018,25/09/2018,3,172.69,Double ,104,,,,Best Available Rate
10280,25/09/2018,25/09/2018,1,78,King,204,,,,Best Available Rate
10281,26/09/2018,1/10/2018,1,108,Upscale Jacuzzi King,111,,,,Booking.com
10284,27/09/2018,26/09/2018,1,68,Double ,101,,,,Best Available Rate
10286,27/09/2018,2/10/2018,1,64.94,King,202,,,,Best Available Rate
10289,27/09/2018,5/10/2018,1,81,King,202,Bellevue,,98004,Expedia
10295,27/09/2018,27/09/2018,1,78,King,202,Bellevue,,98004,Best Available Rate
10293,27/09/2018,27/09/2018,1,78,King,204,,,,Booking.com
10296,27/09/2018,19/10/2018,2,256,Upscale King,112,,,,Best Available Rate
10297,27/09/2018,29/09/2018,1,88.2,Upscale Jacuzzi King,111,,,,Best Available Rate
10299,28/09/2018,28/09/2018,4,342,King,207,,,,Best Available Rate
10302,29/09/2018,19/10/2018,3,265.5,Double ,210,Bellevue,,98004,Expedia
10303,29/09/2018,2/10/2018,1,73.5,Double ,208,Bellevue,,98004,Expedia
10305,29/09/2018,6/10/2018,1,108,Upscale Jacuzzi King,111,,,,Best Available Rate
10306,29/09/2018,29/09/2018,1,98,Double ,104,.,,N&#47;A,Booking.com
10307,29/09/2018,29/09/2018,1,64.94,Double ,210,,,,Best Available Rate
10309,29/09/2018,29/09/2018,1,98,Upscale King,211,,,,Expedia
10311,29/09/2018,29/09/2018,1,113.25,Double ,109,,,,Best Available Rate
10315,29/09/2018,19/10/2018,1,96,King,204,Bellevue,,98004,Expedia
10316,29/09/2018,29/09/2018,1,64.94,Premier King,110,,,,Best Available Rate
10317,30/09/2018,30/09/2018,1,78,Double ,101,,,,Best Available Rate
10318,30/09/2018,30/09/2018,1,78,Double ,104,,,,Best Available Rate
10322,1/10/2018,2/10/2018,1,108,Upscale King,112,,,,Best Available Rate
10323,1/10/2018,1/10/2018,1,108,Double ,206,.,,,Booking.com
10324,1/10/2018,30/10/2018,1,73.5,King,207,Bellevue,,98004,Expedia
10325,1/10/2018,2/10/2018,2,186,Double ,206,,,,Best Available Rate
10326,1/10/2018,3/10/2018,2,147,Premier King,105,Bellevue,,98004,Expedia
10327,1/10/2018,2/10/2018,1,95.06,Double ,101,,,,Best Available Rate
10328,1/10/2018,1/10/2018,1,61.34,Double ,101,,,,Best Available Rate
10330,1/10/2018,6/10/2018,1,108,King,205,.,,,Booking.com
10332,1/10/2018,8/12/2018,1,98,King,205,,,,Best Available Rate
10334,2/10/2018,2/10/2018,1,88,Upscale Jacuzzi King,111,,,,Best Available Rate
10336,2/10/2018,2/10/2018,1,78,King,207,,,,Best Available Rate
10340,2/10/2018,3/10/2018,1,73.5,King,207,Bellevue,,98004,Expedia
10345,3/10/2018,3/10/2018,1,78,King,201,,,,Best Available Rate
10346,3/10/2018,3/10/2018,2,140,Double ,101,,,,Best Available Rate
10348,3/10/2018,10/11/2018,1,81,Premier King,105,Bellevue,,98004,Expedia
10352,4/10/2018,3/10/2018,1,50,Premier King,110,,,,Best Available Rate
10354,4/10/2018,22/10/2018,3,220.5,King,207,Bellevue,,98004,Expedia
10355,4/10/2018,7/10/2018,6,618,Premier King,105,,,,Booking.com
10356,4/10/2018,7/12/2018,1,108,Double ,106,,,,Booking.com
10359,4/10/2018,7/11/2018,1,98,Sweetheart King,102,,,,Best Available Rate
10360,4/10/2018,8/10/2018,1,108,Upscale Jacuzzi King,111,,,,Best Available Rate
10365,5/10/2018,9/10/2018,1,73.16,Double ,206,Bellevue,,98004,Expedia
10366,5/10/2018,5/10/2018,2,139.5,Double ,206,Bellevue,,98004,Expedia
10430,11/10/2018,11/10/2018,2,196,King,202,,,,Best Available Rate
10369,5/10/2018,5/10/2018,1,78,Double ,208,,,,Best Available Rate
10372,6/10/2018,6/10/2018,1,88,Double ,106,,,,Best Available Rate
10375,6/10/2018,6/10/2018,1,88,Double ,210,Palm Beach Gardens,,33410,Booking.com
10376,6/10/2018,25/10/2018,2,286,Premier King,105,.,,,Booking.com
10379,6/10/2018,7/10/2018,1,68,Double ,208,,,,Best Available Rate
10380,6/10/2018,7/10/2018,2,116,King,205,Bellevue,,98004,Expedia
10383,6/10/2018,6/10/2018,1,88,Premier King,110,,,,Best Available Rate
10384,7/10/2018,7/10/2018,1,68,Double ,101,,,,Best Available Rate
10388,8/10/2018,22/10/2018,2,196,Upscale King,112,,,,Best Available Rate
10396,8/10/2018,9/10/2018,1,0,Double ,104,Bellevue,,98004,Comped Rate
10390,8/10/2018,23/11/2018,2,216,Sweetheart King,102,,,,Best Available Rate
10391,8/10/2018,7/11/2018,1,73.5,King,204,Bellevue,,98004,Expedia
10392,8/10/2018,20/10/2018,1,128,Double ,108,,,,Booking.com
10394,8/10/2018,14/10/2018,1,73.73,King,204,Bellevue,,98004,Expedia
10395,8/10/2018,20/10/2018,1,128,Sweetheart King,102,,,,Best Available Rate
10398,9/10/2018,10/10/2018,2,116,Double ,106,Bellevue,,98004,Expedia
10400,9/10/2018,9/10/2018,2,115.12,Double ,210,,,,Best Available Rate
10403,9/10/2018,17/10/2018,2,226,Sweetheart King,102,,,,Best Available Rate
10404,9/10/2018,20/10/2018,0,107.52,King,207,Bellevue,,98004,Expedia
10405,9/10/2018,9/10/2018,1,57.16,Double ,106,Bellevue,,98004,Expedia
10412,10/10/2018,10/10/2018,1,0,King,205,,,,Comped Rate
10408,10/10/2018,10/10/2018,1,58,Double ,109,Bellevue,,98004,Expedia
10411,10/10/2018,10/10/2018,1,66,King,204,Bellevue,,98004,Expedia
10416,10/10/2018,11/10/2018,1,66,King,207,Bellevue,,98004,Expedia
10436,12/10/2018,12/10/2018,1,78,Double ,206,,,,Best Available Rate
10420,11/10/2018,20/10/2018,1,118,King,107,,,,Best Available Rate
10421,11/10/2018,11/10/2018,1,88,King,204,,,,Booking.com
10423,11/10/2018,25/10/2018,3,303,Double ,209,Bellevue,,98004,Expedia
13820,26/03/2019,27/03/2019,2,176,Upscale King,112,,,,Best Available Rate
10425,11/10/2018,16/10/2018,1,108,King,204,Jacksonville,,32207,Booking.com
10427,11/10/2018,24/10/2018,2,240,King,212,,,,Best Available Rate
10457,13/10/2018,13/10/2018,1,0,Double ,109,,,,Booking.com
10431,11/10/2018,11/10/2018,1,57.56,Double ,104,,,,Booking.com
12394,29/12/2018,22/12/2018,6,338.57,Double ,101,,,,Best Available Rate
10435,12/10/2018,19/10/2018,0,118,Sweetheart King,102,,,,Best Available Rate
10438,12/10/2018,25/10/2018,3,404,King,205,.,,,Booking.com
13054,11/2/2019,12/2/2019,7,0,King,212,,,,Comped Rate
10634,30/10/2018,1/11/2018,1,78,King,207,,,,Best Available Rate
10444,12/10/2018,12/10/2018,1,78,Premier King,110,,,,Best Available Rate
10446,12/10/2018,24/10/2018,4,502,King,204,,,,Booking.com
10447,12/10/2018,12/10/2018,1,88,Upscale Jacuzzi King,111,,,,Best Available Rate
10449,13/10/2018,9/11/2018,1,81,Double ,209,Bellevue,,98004,Expedia
10451,13/10/2018,13/10/2018,1,66,Double ,210,Bellevue,,98004,Expedia
10452,13/10/2018,13/10/2018,1,66,Double ,206,Bellevue,,98004,Expedia
10456,13/10/2018,13/10/2018,2,146,Premier King,105,,,,Best Available Rate
10458,13/10/2018,13/10/2018,2,146,King,212,,,,Best Available Rate
10461,13/10/2018,13/10/2018,1,10,Upscale King,112,,,,Best Available Rate
10462,14/10/2018,14/10/2018,1,58,Double ,104,Bellevue,,98004,Expedia
10463,14/10/2018,26/12/2018,4,412,Double ,206,ash green,,cv66qa,Booking.com
10465,14/10/2018,20/10/2018,1,96,King,207,Bellevue,,98004,Expedia
10467,15/10/2018,14/10/2018,1,68,Double ,106,,,,Best Available Rate
10469,15/10/2018,19/10/2018,1,118,Double ,206,,,,Best Available Rate
10482,15/10/2018,27/10/2018,1,118,Sweetheart King,102,,,,Best Available Rate
10483,15/10/2018,9/11/2018,2,196,Sweetheart King,102,,,,Best Available Rate
11018,26/11/2018,2/12/2018,14,651,King,207,,,,Best Available Rate
10485,16/10/2018,16/10/2018,1,68,Premier King,105,,,,Best Available Rate
12069,30/11/2018,30/11/2018,1,98,Upscale King,211,,,,Best Available Rate
10522,21/10/2018,21/10/2018,1,48,Premier King,105,,,,Best Available Rate
10492,16/10/2018,16/10/2018,2,122.5,King,207,,,,Best Available Rate
10493,17/10/2018,23/10/2018,1,66,King,204,Bellevue,,98004,Expedia
10495,17/10/2018,17/10/2018,1,78,Upscale Jacuzzi King,111,,,,Best Available Rate
10496,17/10/2018,17/10/2018,1,58,Premier King,105,Bellevue,,98004,Expedia
10497,17/10/2018,19/10/2018,2,228.92,Double ,106,,,,Best Available Rate
10498,17/10/2018,10/11/2018,2,154.5,King,107,Bellevue,,98004,Expedia
10500,18/10/2018,22/10/2018,3,264,King,205,,,,Booking.com
10503,19/10/2018,19/10/2018,1,128,King,207,,,,Booking.com
10504,19/10/2018,23/10/2018,1,66,Premier King,105,Bellevue,,98004,Expedia
10559,23/10/2018,24/10/2018,1,88,Upscale King,211,Bellevue,,98004,Best Available Rate
10512,19/10/2018,19/10/2018,1,128,Sweetheart King,102,,,,Best Available Rate
10517,20/10/2018,22/10/2018,4,301.5,Double ,104,Bellevue,,98004,Expedia
10519,20/10/2018,26/10/2018,1,138,Sweetheart King,102,,,,Best Available Rate
10520,20/10/2018,20/10/2018,1,98,King,204,,,,Best Available Rate
10521,20/10/2018,21/10/2018,5,402,Sweetheart King,102,,,,Best Available Rate
10523,21/10/2018,4/11/2018,4,392,Upscale King,112,,,,Best Available Rate
12343,27/12/2018,26/12/2018,3,68,Double ,210,,,,Best Available Rate
12396,29/12/2018,28/12/2018,2,0,Double ,104,,,,Best Available Rate
10526,21/10/2018,24/10/2018,1,66,Double ,106,Bellevue,,98004,Expedia
10527,21/10/2018,24/10/2018,1,66,Double ,210,Bellevue,,98004,Expedia
10529,21/10/2018,28/10/2018,1,88,Double ,104,,,,Best Available Rate
10537,22/10/2018,22/10/2018,1,88,Upscale Jacuzzi King,111,,,,Best Available Rate
10556,23/10/2018,24/10/2018,2,226,Upscale Jacuzzi King,111,,,,Best Available Rate
10551,23/10/2018,23/10/2018,1,64.94,Double ,206,,,,Best Available Rate
10539,22/10/2018,10/11/2018,1,73.5,King,204,Bellevue,,98004,Expedia
10540,22/10/2018,24/10/2018,2,206,Double ,108,,,,Best Available Rate
10541,22/10/2018,9/11/2018,1,147.02,King,107,Bellevue,,98004,Expedia
10544,23/10/2018,27/11/2018,4,301.5,King,107,Bellevue,,98004,Expedia
10547,23/10/2018,24/10/2018,1,88,Double ,209,WELLINGTON,,33414,Booking.com
10548,23/10/2018,25/10/2018,3,404,King,207,Jefferson City MO,,65109,Booking.com
10554,23/10/2018,10/11/2018,1,88,Double ,206,,,,Best Available Rate
10555,23/10/2018,26/10/2018,1,103.5,Double ,104,Bellevue,,98004,Expedia
10569,24/10/2018,7/11/2018,1,88,Upscale King,211,,,,Best Available Rate
10574,24/10/2018,7/11/2018,1,66,Premier King,110,Bellevue,,98004,Expedia
10576,25/10/2018,25/10/2018,1,118,Upscale King,211,,,,Best Available Rate
10579,25/10/2018,27/10/2018,1,87.08,Premier King,105,,,,Best Available Rate
10583,26/10/2018,27/10/2018,2,154.5,Upscale King,211,Bellevue,,98004,Expedia
10584,26/10/2018,26/10/2018,1,101.84,Upscale Jacuzzi King,111,,,,Best Available Rate
10585,26/10/2018,14/11/2018,1,88,Upscale Jacuzzi King,111,,,,Best Available Rate
10588,26/10/2018,2/11/2018,1,95.06,Double ,106,,,,Best Available Rate
10590,26/10/2018,26/10/2018,1,118,Upscale King,112,,,,Best Available Rate
14203,26/04/2019,26/04/2019,1,128,Upscale Jacuzzi King,111,Bellevue,,98004,Best Available Rate
10592,27/10/2018,1/12/2018,1,108,Sweetheart King,102,,,,Best Available Rate
10593,27/10/2018,17/11/2018,2,139.5,Premier King,105,Bellevue,,98004,Expedia
10594,27/10/2018,17/11/2018,2,139.5,King,107,Bellevue,,98004,Expedia
10595,27/10/2018,17/11/2018,2,139.5,King,202,Bellevue,,98004,Expedia
10596,27/10/2018,2/11/2018,2,129.88,Double ,206,,,,Best Available Rate
10597,27/10/2018,28/10/2018,1,88,Double ,106,Norwalk,,6854,Booking.com
10598,27/10/2018,6/11/2018,1,88,Upscale King,211,,,,Best Available Rate
10602,28/10/2018,27/10/2018,1,98,Double ,206,,,,Best Available Rate
10603,28/10/2018,28/10/2018,1,77.73,Double ,210,,,,Best Available Rate
10978,23/11/2018,27/11/2018,4,395,King,212,,,,Best Available Rate
10606,28/10/2018,28/10/2018,1,78,Double ,206,,,,Best Available Rate
10607,28/10/2018,28/10/2018,1,64.94,Upscale King,112,,,,Best Available Rate
10613,29/10/2018,31/10/2018,1,66,Double ,206,Bellevue,,98004,Expedia
10630,29/10/2018,3/11/2018,1,98,King,203,,,,Booking.com
10631,29/10/2018,3/11/2018,1,88,Double ,210,,,,Best Available Rate
10632,29/10/2018,3/11/2018,1,88,King,212,,,,Best Available Rate
10635,30/10/2018,31/10/2018,3,294,Premier King,105,,,,Booking.com
10638,30/10/2018,1/11/2018,1,66,King,107,,,,Expedia
10640,30/10/2018,31/10/2018,1,66,Double ,106,,,,Expedia
10641,31/10/2018,2/11/2018,1,88,King,203,,,,Best Available Rate
10645,31/10/2018,31/10/2018,1,78,Double ,210,.,,,Booking.com
10648,31/10/2018,7/11/2018,3,205.5,Premier King,105,,,,Expedia
10651,31/10/2018,6/12/2018,3,314,Upscale Jacuzzi King,111,,,,Best Available Rate
10655,1/11/2018,1/11/2018,1,68,King,205,,,,Best Available Rate
10656,1/11/2018,1/11/2018,1,78,Double ,104,,,,Booking.com
10659,1/11/2018,1/11/2018,1,88,Upscale King,112,,,,Best Available Rate
10742,9/11/2018,10/11/2018,3,254,King,203,,,,Best Available Rate
10662,2/11/2018,7/11/2018,1,66,Double ,104,,,,Expedia
10663,2/11/2018,3/11/2018,4,271.5,Premier King,105,,,,Expedia
10664,2/11/2018,6/11/2018,3,264,Double ,209,north miami beach,,33162,Booking.com
10667,2/11/2018,2/11/2018,2,129.88,Double ,104,,,,Best Available Rate
10668,2/11/2018,5/11/2018,1,64.94,Double ,106,,,,Best Available Rate
10669,2/11/2018,2/11/2018,1,85.36,King,212,,,,Best Available Rate
10670,2/11/2018,21/11/2018,1,75.66,Double ,210,,,,Best Available Rate
10671,2/11/2018,21/11/2018,1,88,King,204,,,,Best Available Rate
10672,2/11/2018,2/11/2018,1,98,Double ,210,,,,Booking.com
10673,2/11/2018,4/11/2018,5,295,King,212,,,,Best Available Rate
10676,2/11/2018,26/11/2018,1,88,Double ,210,,,,Best Available Rate
10740,9/11/2018,9/11/2018,1,0,King,205,,,,Comped Rate
10678,2/11/2018,7/11/2018,1,66,Double ,106,,,,Expedia
10686,3/11/2018,3/11/2018,1,57.56,Double ,106,,,,Best Available Rate
10688,3/11/2018,3/11/2018,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
10689,3/11/2018,3/11/2018,1,85.36,Upscale King,112,,,,Best Available Rate
10691,4/11/2018,10/11/2018,1,81,Double ,209,,,,Expedia
10692,4/11/2018,6/11/2018,1,88,Sweetheart King,102,,,,Best Available Rate
10696,4/11/2018,4/11/2018,1,78,Double ,104,Blythewood,,,Booking.com
10702,5/11/2018,5/11/2018,1,64.94,Double ,209,,,,Best Available Rate
10705,5/11/2018,5/11/2018,1,98,Sweetheart King,102,,,,Best Available Rate
14012,11/4/2019,11/4/2019,1,98,Double ,210,,,,Best Available Rate
10713,5/11/2018,7/12/2018,3,284,Double ,108,,,,Best Available Rate
10715,6/11/2018,6/11/2018,1,64.94,Double ,104,,,,Best Available Rate
10717,7/11/2018,11/11/2018,1,66,Double ,206,,,,Expedia
10718,7/11/2018,6/12/2018,1,73.5,King,204,,,,Expedia
10719,7/11/2018,8/11/2018,1,66,Double ,104,,,,Expedia
10727,7/11/2018,15/11/2018,1,88,King,107,,,,Booking.com
10729,8/11/2018,10/11/2018,1,108,Upscale King,112,,,,Best Available Rate
10732,8/11/2018,8/11/2018,3,209.58,Upscale King,211,,,,Best Available Rate
10736,8/11/2018,9/11/2018,1,98,King,204,,,,Best Available Rate
10737,8/11/2018,15/11/2018,4,274.52,King,203,,,,Best Available Rate
10738,8/11/2018,8/11/2018,1,88,Double ,210,,,,Best Available Rate
10739,9/11/2018,9/11/2018,9,540.71,King,201,,,,Best Available Rate
10743,9/11/2018,14/11/2018,1,66,King,107,,,,Expedia
10745,9/11/2018,13/11/2018,1,88,King,107,,,,Booking.com
10748,9/11/2018,11/11/2018,3,198,Premier King,105,,,,Expedia
10749,9/11/2018,9/11/2018,1,108,Upscale Jacuzzi King,111,,,,Best Available Rate
10752,10/11/2018,14/11/2018,3,205.5,Premier King,105,,,,Expedia
10828,11/11/2018,8/12/2018,1,81,King,202,,,,Expedia
10829,11/11/2018,12/11/2018,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
10853,13/11/2018,13/11/2018,1,68,King,204,,,,Best Available Rate
10833,11/11/2018,11/11/2018,1,88,Sweetheart King,102,,,,Best Available Rate
10836,11/11/2018,26/12/2018,2,196,Sweetheart King,102,,,,Best Available Rate
10845,12/11/2018,8/12/2018,1,98,Double ,206,,,,Best Available Rate
10846,12/11/2018,12/11/2018,1,88,King,107,St. Petersburg,,,Booking.com
10848,12/11/2018,12/11/2018,1,75.66,Double ,106,,,,Best Available Rate
10849,12/11/2018,12/11/2018,4,245.36,King,205,,,,Best Available Rate
10850,12/11/2018,27/11/2018,3,254,King,205,,,,Best Available Rate
10851,12/11/2018,12/11/2018,2,122.68,Double ,209,,,,Best Available Rate
10854,13/11/2018,14/11/2018,1,88,Double ,209,,,,Booking.com
10855,13/11/2018,13/11/2018,1,66,Double ,104,,,,Expedia
10856,13/11/2018,5/12/2018,1,73.5,King,203,,,,Expedia
10858,13/11/2018,22/11/2018,1,79.2,Double ,209,,,,Best Available Rate
10859,13/11/2018,13/11/2018,1,78,Double ,106,,,,Best Available Rate
10860,14/11/2018,17/11/2018,1,98,Double ,104,,,,Booking.com
10861,14/11/2018,14/11/2018,1,88,King,203,Brooksville,,34604,Booking.com
10866,14/11/2018,18/01/2019,2,196,Double ,109,,,,Best Available Rate
10867,14/11/2018,14/11/2018,1,66,Double ,206,,,,Expedia
10868,14/11/2018,16/11/2018,1,73.5,Double ,104,,,,Expedia
10869,14/11/2018,19/11/2018,1,66,Upscale King,112,,,,Expedia
10870,14/11/2018,14/11/2018,1,57.56,Double ,104,,,,Best Available Rate
10871,14/11/2018,19/11/2018,2,156,Upscale King,211,,,,Best Available Rate
10872,14/11/2018,14/11/2018,1,57.56,Double ,106,,,,Best Available Rate
10873,14/11/2018,14/11/2018,1,57.56,Upscale King,112,,,,Best Available Rate
10875,14/11/2018,16/11/2018,1,98,Sweetheart King,102,,,,Best Available Rate
11023,27/11/2018,27/11/2018,1,78,Double ,104,,,,Best Available Rate
10893,15/11/2018,3/12/2018,3,220.5,King,201,,,,Expedia
10896,15/11/2018,22/11/2018,3,235.5,King,203,,,,Expedia
10897,15/11/2018,22/01/2019,2,196,King,207,,,,Booking.com
10898,15/11/2018,24/11/2018,1,88,Premier King,105,,,,Best Available Rate
10921,15/11/2018,15/11/2018,1,78,Double ,106,,,,Best Available Rate
10924,16/11/2018,7/12/2018,1,98,Double ,206,,,,Best Available Rate
10925,16/11/2018,1/12/2018,1,108,Upscale Jacuzzi King,111,,,,Best Available Rate
10926,16/11/2018,8/12/2018,2,154.5,Double ,210,,,,Expedia
10930,16/11/2018,17/11/2018,1,88,King,205,.,,,Booking.com
12113,4/12/2018,4/12/2018,1,0,King,107,,,,Comped Rate
10934,17/11/2018,17/11/2018,1,85.36,Premier King,110,,,,Best Available Rate
10935,17/11/2018,18/11/2018,1,64.94,King,201,,,,Best Available Rate
10936,17/11/2018,17/11/2018,1,98,Upscale King,211,,,,Best Available Rate
10940,18/11/2018,28/01/2019,4,386,King,201,,,,Booking.com
10943,19/11/2018,7/12/2018,1,108,Upscale King,112,,,,Best Available Rate
10944,19/11/2018,21/11/2018,3,274,Double ,104,,,,Best Available Rate
10950,19/11/2018,26/01/2019,2,490,Double ,101,,,,Best Available Rate
10953,19/11/2018,21/11/2018,1,64.94,King,205,,,,Expedia
10954,20/11/2018,22/11/2018,1,75.66,King,201,,,,Best Available Rate
10961,20/11/2018,27/12/2018,2,266,Premier King,110,,,,Best Available Rate
10962,20/11/2018,20/11/2018,1,75.66,Double ,206,,,,Best Available Rate
10966,21/11/2018,21/11/2018,4,372,King,107,,,,Best Available Rate
10967,22/11/2018,15/12/2018,1,81,King,107,,,,Expedia
10968,22/11/2018,18/01/2019,3,314,Double ,210,,,,Booking.com
10969,22/11/2018,23/11/2018,1,88,Double ,206,,,,Booking.com
10971,23/11/2018,25/11/2018,1,64.94,King,201,,,,Best Available Rate
10973,23/11/2018,8/12/2018,1,95.06,King,203,,,,Best Available Rate
10974,23/11/2018,23/11/2018,1,75.66,Premier King,110,,,,Best Available Rate
10975,23/11/2018,30/11/2018,1,73.5,King,201,,,,Expedia
10976,23/11/2018,23/11/2018,1,64.94,King,201,,,,Best Available Rate
10977,23/11/2018,23/11/2018,1,64.94,Double ,210,,,,Best Available Rate
10980,23/11/2018,23/11/2018,1,64.94,King,204,,,,Best Available Rate
10981,23/11/2018,23/11/2018,1,64.94,Upscale King,211,,,,Best Available Rate
10985,24/11/2018,7/12/2018,1,108,Double ,210,,,,Booking.com
10986,24/11/2018,24/11/2018,1,108,King,201,Norwalk,,6854,Booking.com
10987,24/11/2018,30/11/2018,3,228,Double ,104,,,,Expedia
10989,24/11/2018,24/11/2018,1,88,Upscale King,211,,,,Booking.com
10991,24/11/2018,24/11/2018,1,75.66,Double ,104,,,,Best Available Rate
10992,24/11/2018,24/11/2018,1,78,King,204,,,,Best Available Rate
10997,24/11/2018,24/11/2018,1,88,Premier King,110,,,,Best Available Rate
10998,24/11/2018,2/12/2018,1,66,Double ,108,,,,Expedia
10999,25/11/2018,11/12/2018,3,220.5,King,107,,,,Expedia
11013,26/11/2018,26/11/2018,1,54.37,Premier King,110,,,,Best Available Rate
11001,25/11/2018,26/11/2018,2,115.12,King,201,,,,Best Available Rate
11019,27/11/2018,30/11/2018,1,108,Sweetheart King,102,,,,Best Available Rate
11006,26/11/2018,26/11/2018,1,0,King,107,,,,Comped Rate
11008,26/11/2018,26/11/2018,1,66,King,203,,,,Expedia
11014,26/11/2018,27/11/2018,4,211.24,King,204,,,,Best Available Rate
11015,26/11/2018,17/01/2019,3,284,Sweetheart King,102,,,,Best Available Rate
11016,26/11/2018,28/11/2018,1,78,Upscale King,112,,,,Best Available Rate
11017,26/11/2018,2/12/2018,13,1174,Premier King,110,,,,Best Available Rate
11022,27/11/2018,27/11/2018,1,66,Double ,206,,,,Expedia
11028,27/11/2018,29/11/2018,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
11030,27/11/2018,8/12/2018,1,108,King,212,,,,Booking.com
12046,28/11/2018,28/11/2018,1,75,King,203,,,,Best Available Rate
11041,27/11/2018,1/12/2018,1,64.94,Double ,108,,,,Best Available Rate
11042,27/11/2018,1/12/2018,1,64.94,Double ,206,,,,Best Available Rate
12044,28/11/2018,16/01/2019,6,599.96,King,202,,,,Booking.com
12047,28/11/2018,28/11/2018,1,57.56,King,201,,,,Best Available Rate
12049,28/11/2018,28/11/2018,1,0,Sweetheart King,102,,,,Comped Rate
12051,28/11/2018,28/11/2018,1,57.56,Double ,209,,,,Best Available Rate
12052,28/11/2018,28/11/2018,1,88,Double ,104,,,,Booking.com
12053,28/11/2018,28/11/2018,1,68,Double ,206,,,,Best Available Rate
12056,29/11/2018,13/12/2018,1,98,Sweetheart King,102,,,,Best Available Rate
12057,29/11/2018,29/11/2018,1,66,Double ,210,,,,Expedia
12058,29/11/2018,4/12/2018,2,198,Double ,206,,,,Expedia
12064,30/11/2018,30/11/2018,1,108,Upscale Jacuzzi King,111,,,,Best Available Rate
12065,30/11/2018,30/11/2018,1,100,Double ,206,,,,Best Available Rate
12066,30/11/2018,5/12/2018,1,66,King,204,,,,Expedia
12067,30/11/2018,8/12/2018,1,81,King,107,,,,Expedia
12081,1/12/2018,1/12/2018,1,68.31,Premier King,110,,,,Best Available Rate
12071,30/11/2018,6/12/2018,2,147,King,201,,,,Expedia
12072,30/11/2018,30/11/2018,1,108,Upscale King,112,,,,Best Available Rate
12074,30/11/2018,30/11/2018,1,88,Double ,209,,,,Best Available Rate
12078,1/12/2018,1/12/2018,3,179.75,King,204,,,,Best Available Rate
12080,1/12/2018,1/12/2018,1,66,King,107,,,,Expedia
12084,1/12/2018,1/12/2018,1,66,King,205,,,,Expedia
12085,2/12/2018,21/12/2018,1,81,Double ,106,,,,Expedia
12099,3/12/2018,3/12/2018,4,352,Upscale King,211,,,,Expedia
12186,11/12/2018,11/12/2018,4,0,Double ,106,,,,Best Available Rate
12094,2/12/2018,3/12/2018,2,132,King,203,,,,Expedia
12095,2/12/2018,8/12/2018,1,81,Double ,209,,,,Expedia
12097,2/12/2018,16/01/2019,2,162,King,107,,,,Expedia
12098,3/12/2018,6/12/2018,2,147,King,205,,,,Expedia
12100,3/12/2018,8/12/2018,1,81,King,204,,,,Expedia
12101,3/12/2018,5/12/2018,1,66,Double ,210,,,,Expedia
12103,3/12/2018,3/12/2018,2,132,King,205,,,,Expedia
12193,11/12/2018,12/12/2018,1,68,Double ,108,,,,Best Available Rate
12106,3/12/2018,3/12/2018,1,72.16,King,212,,,,Best Available Rate
12108,3/12/2018,7/12/2018,1,108,King,203,Araraquara,,14804440,Booking.com
12109,3/12/2018,6/12/2018,1,66,King,203,,,,Expedia
12110,3/12/2018,8/12/2018,1,81,King,201,,,,Expedia
12112,4/12/2018,16/12/2018,2,176,King,203,,,,Best Available Rate
12116,4/12/2018,5/12/2018,1,66,Double ,209,,,,Expedia
12121,5/12/2018,5/12/2018,1,66,King,212,,,,Expedia
12123,5/12/2018,5/12/2018,1,98,Sweetheart King,102,,,,Best Available Rate
12419,31/12/2018,24/01/2019,4,686,Sweetheart King,102,,,,Best Available Rate
12139,6/12/2018,7/12/2018,1,98,King,204,,,,Best Available Rate
12142,6/12/2018,6/12/2018,1,88,Double ,108,.,,,Booking.com
12144,6/12/2018,7/12/2018,1,108,Sweetheart King,102,,,,Best Available Rate
12147,6/12/2018,6/12/2018,2,176,King,212,,,,Best Available Rate
12148,6/12/2018,9/12/2018,2,147,Double ,206,,,,Expedia
12155,7/12/2018,8/12/2018,1,108,Sweetheart King,102,,,,Best Available Rate
12158,7/12/2018,7/12/2018,1,88.56,Upscale King,211,,,,Best Available Rate
12161,8/12/2018,9/12/2018,1,98,King,203,,,,Booking.com
